Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
67,0.252,2.078,0.608,0.801,1.000,31.102,32.025,19.900,20.361,0.266,1.598,31.558,20.141,1.074,31.558,20.141,1.074,0.704,0.451,0.301,3.462,68.603,-88.495,1.561,2.337,1.496,31.695,20.098,0.799,0.176
68,0.170,1.563,0.534,0.856,1.000,28.730,29.257,19.900,20.493,0.266,1.598,29.030,20.217,0.979,29.030,20.217,0.979,0.633,0.330,0.318,-20.485,-86.282,165.773,1.915,1.990,1.039,28.928,20.164,0.799,0.176
69,0.549,3.283,0.842,0.965,1.000,43.556,44.479,19.571,20.493,0.266,1.598,44.018,20.087,1.084,44.018,20.087,1.084,0.712,0.505,0.485,-47.194,-65.899,121.275,1.409,1.467,1.041,43.754,20.032,0.799,0.176
70,1.362,6.601,1.238,0.730,1.000,18.714,20.493,19.966,21.152,0.266,1.864,19.499,20.538,0.980,19.499,20.538,0.980,0.981,0.786,0.559,-17.785,-44.902,125.100,1.249,1.756,1.406,19.109,20.493,0.799,0.198
71,0.608,4.206,0.990,0.563,1.000,50.211,51.529,19.834,20.823,0.266,1.864,50.882,20.315,1.196,50.882,20.315,1.196,0.880,0.627,0.404,-45.183,-63.392,125.137,1.404,2.178,1.551,50.738,20.559,0.533,0.176
72,0.095,1.047,0.457,0.886,1.000,41.184,41.645,20.625,21.152,0.266,1.065,41.433,20.860,0.581,41.433,20.860,0.581,0.538,0.322,0.269,78.706,73.711,-70.236,1.668,2.001,1.200,41.316,20.757,0.266,0.110
73,0.017,0.325,0.231,0.994,1.000,40.723,40.986,21.086,21.350,0.266,0.799,40.870,21.216,0.453,40.870,21.216,0.453,0.410,0.224,0.201,-70.476,88.206,-76.404,1.829,2.040,1.115,40.854,21.152,0.266,0.110
74,7.812,21.105,1.961,0.734,1.000,5.667,8.830,21.877,23.458,0.266,3.196,7.269,22.653,1.559,7.269,22.653,1.559,1.734,1.481,0.799,-0.509,-30.132,92.207,1.170,2.169,1.853,7.907,22.470,1.598,0.395
75,6.307,17.894,1.966,0.785,1.000,44.742,47.114,22.009,23.920,0.266,2.930,45.962,22.961,1.538,45.962,22.961,1.538,1.466,1.295,0.898,-37.477,-58.796,137.858,1.132,1.633,1.443,45.665,22.668,1.332,0.351
76,5.477,16.533,1.931,0.751,1.000,39.932,42.765,22.140,23.722,0.266,2.397,41.398,22.915,1.345,41.398,22.915,1.345,1.649,1.079,0.830,1.779,3.625,-77.546,1.528,1.987,1.301,41.052,22.668,1.332,0.308
77,35.742,96.491,7.159,0.161,2.000,56.142,66.026,20.559,24.381,0.266,3.995,60.504,22.983,2.147,60.504,22.983,2.147,5.843,2.210,1.269,6.744,8.223,-54.278,2.644,4.606,1.742,61.018,23.063,2.131,0.505
78,3.334,11.747,1.533,0.776,1.000,26.028,28.532,22.140,23.327,0.266,2.397,27.286,22.739,1.338,27.286,22.739,1.338,1.351,1.108,0.612,1.746,-6.784,94.045,1.219,2.208,1.811,26.885,22.602,1.332,0.308
79,3.108,10.451,1.466,0.957,1.000,42.963,44.676,22.272,23.788,0.266,2.397,43.844,23.019,1.326,43.844,23.019,1.326,1.134,0.924,0.785,-46.509,-72.199,154.117,1.227,1.444,1.177,43.754,22.997,1.065,0.308
80,4.088,13.728,1.641,0.730,1.000,21.679,24.315,22.140,23.458,0.266,2.663,22.963,22.793,1.459,22.963,22.793,1.459,1.432,1.204,0.644,-2.995,-18.428,99.768,1.190,2.226,1.870,22.404,22.602,1.332,0.308
81,9.433,26.321,2.972,0.552,1.000,47.246,50.870,21.745,24.051,0.266,3.462,49.032,23.097,1.728,49.032,23.097,1.728,2.062,1.421,0.902,8.888,8.747,-63.548,1.451,2.287,1.576,49.816,23.392,1.332,0.351
82,6.485,19.227,2.161,0.669,1.000,51.068,53.572,21.943,24.249,0.266,3.196,52.396,23.269,1.664,52.396,23.269,1.664,1.821,1.154,0.867,-40.869,-47.050,131.007,1.578,2.101,1.331,52.847,22.799,1.864,0.329
83,5.981,19.796,2.367,0.521,1.000,53.638,56.010,21.679,24.183,0.266,3.728,54.722,23.007,2.305,54.722,23.007,2.305,1.837,1.196,0.797,-58.739,-48.972,172.911,1.536,2.306,1.501,54.297,23.327,1.598,0.308
84,3.232,11.714,1.633,0.735,1.000,58.448,59.832,22.404,24.315,0.266,2.663,59.169,23.433,1.402,59.169,23.433,1.402,1.214,1.066,0.708,-114.184,84.120,123.699,1.139,1.715,1.505,59.107,23.656,1.332,0.373
85,0.768,4.225,0.893,0.884,1.000,55.153,56.405,23.524,24.381,0.266,1.598,55.780,24.005,0.878,55.780,24.005,0.878,0.782,0.659,0.454,-32.177,-74.605,128.403,1.186,1.722,1.452,55.615,23.920,0.799,0.198
86,0.017,0.321,0.236,1.027,1.000,40.525,40.723,23.920,24.183,0.266,0.799,40.611,24.076,0.471,40.611,24.076,0.471,0.427,0.221,0.197,-66.558,83.048,56.948,1.932,2.162,1.119,40.591,24.051,0.266,0.110
88,5.644,17.040,2.054,0.728,1.000,4.283,6.524,24.710,26.621,0.266,2.663,5.337,25.655,1.357,5.337,25.655,1.357,1.392,1.213,0.915,-51.988,-76.746,147.569,1.147,1.521,1.325,5.140,25.369,1.332,0.373
89,10.306,27.421,2.614,0.583,1.500,21.547,25.435,24.842,26.885,0.266,2.930,23.590,25.831,1.361,23.590,25.831,1.361,2.113,1.265,1.053,5.121,8.886,-79.625,1.670,2.006,1.201,23.722,25.567,1.065,0.308
90,7.654,21.339,2.246,0.682,1.000,16.671,20.098,24.974,26.687,0.266,2.663,18.297,25.816,1.403,18.297,25.816,1.403,1.896,1.233,0.906,0.030,6.721,-82.420,1.537,2.092,1.361,17.396,26.028,1.332,0.329
91,0.030,0.418,0.322,1.400,1.000,30.179,30.575,25.567,25.962,0.266,0.533,30.395,25.742,0.399,30.395,25.742,0.399,0.333,0.287,0.254,88.671,-90.000,146.198,1.161,1.312,1.130,30.377,25.633,0.266,0.110
92,3.858,13.020,1.696,0.762,1.000,7.776,10.016,24.908,26.555,0.266,2.663,8.909,25.735,1.324,8.909,25.735,1.324,1.223,1.061,0.809,1.897,-25.328,110.457,1.152,1.511,1.311,9.159,25.699,1.332,0.308
93,3.684,13.936,1.876,0.567,1.000,1.516,4.151,24.842,26.424,0.266,2.930,3.178,25.583,1.727,3.178,25.583,1.727,1.684,0.999,0.715,12.675,46.412,-65.254,1.686,2.355,1.397,3.229,25.501,1.332,0.308
94,2.680,9.734,1.410,0.881,1.000,27.148,28.862,25.106,26.555,0.266,2.397,28.035,25.759,1.435,28.035,25.759,1.435,1.134,0.868,0.753,46.547,-74.989,54.434,1.306,1.506,1.153,28.071,25.699,1.332,0.308
95,5.236,15.215,1.751,0.880,1.000,30.575,33.013,25.106,26.621,0.266,2.663,31.814,25.867,1.499,31.814,25.867,1.499,1.320,1.220,0.852,-6.478,-20.671,97.055,1.082,1.549,1.432,32.025,25.501,1.332,0.308
96,0.556,3.326,0.795,0.951,1.000,26.687,27.544,26.094,26.951,0.266,1.598,27.132,26.546,0.849,27.132,26.546,0.849,0.789,0.488,0.448,-92.586,-83.221,-138.950,1.619,1.761,1.088,27.082,26.424,0.799,0.220
97,5.182,16.016,1.898,0.739,1.000,35.319,38.153,25.172,26.687,0.266,2.930,36.600,25.924,1.588,36.600,25.924,1.588,1.586,1.179,0.762,0.165,-8.212,102.960,1.345,2.081,1.548,35.715,25.830,1.332,0.308
98,0.791,4.598,1.049,0.728,1.000,53.045,54.297,25.962,27.082,0.266,1.598,53.630,26.540,0.919,53.630,26.540,0.919,0.814,0.644,0.499,-49.087,-51.813,174.236,1.263,1.630,1.290,53.308,26.555,0.533,0.176
99,17.268,57.869,6.087,0.174,1.500,45.796,52.320,23.458,27.082,0.266,5.060,49.243,25.600,3.075,49.243,25.600,3.075,4.152,2.509,0.784,8.995,13.801,-57.258,1.655,5.295,3.200,50.738,26.292,1.598,0.373
100,2.510,9.205,1.536,0.914,1.000,18.450,20.361,27.873,29.586,0.266,1.598,19.377,28.667,0.889,19.377,28.667,0.889,1.051,0.885,0.757,-22.272,-9.322,160.921,1.187,1.387,1.169,19.307,28.203,0.799,0.242
101,0.296,2.206,0.621,0.923,1.000,33.013,33.870,28.269,28.862,0.266,1.332,33.434,28.546,0.758,33.434,28.546,0.758,0.683,0.437,0.344,80.951,84.216,-9.270,1.562,1.986,1.271,33.342,28.400,0.533,0.176
103,18.120,58.391,5.405,0.187,0.000,38.943,45.269,27.280,29.455,0.266,4.794,41.796,28.545,2.888,41.796,28.545,2.888,3.420,2.399,0.906,-4.305,1.491,-98.650,1.426,3.773,2.646,39.866,28.598,3.196,0.373
104,3.689,13.150,1.602,0.677,1.000,59.634,62.336,28.466,29.586,0.266,2.397,60.969,29.044,1.245,60.969,29.044,1.245,1.513,1.185,0.562,2.845,12.731,-84.944,1.278,2.693,2.108,60.623,28.928,1.065,0.308
105,1.547,7.317,1.225,0.691,1.000,54.165,56.076,28.598,29.586,0.266,2.131,55.094,29.040,1.283,55.094,29.040,1.283,1.068,0.883,0.477,-7.918,-39.245,110.340,1.210,2.240,1.852,55.153,28.993,1.065,0.242
106,0.075,0.849,0.482,1.044,1.000,21.350,22.206,29.257,29.718,0.266,0.533,21.775,29.478,0.399,21.775,29.478,0.399,0.473,0.333,0.305,-4.321,-9.131E-28,90.000,1.419,1.552,1.094,21.613,29.323,0.266,0.110
107,0.014,0.251,0.212,1.375,1.000,22.272,22.602,29.850,30.048,0.266,0.533,22.426,29.949,0.399,22.426,29.949,0.399,0.333,0.249,0.198,84.879,-90.000,165.315,1.338,1.680,1.256,22.404,29.916,0.266,0.110
108,13.368,41.585,3.646,0.281,-0.500,33.211,38.416,30.114,32.420,0.266,3.196,35.494,31.211,1.697,35.494,31.211,1.697,2.899,1.300,1.156,3.204,-9.161,95.960,2.230,2.507,1.124,34.265,31.036,1.598,0.373
109,0.029,0.497,0.382,0.770,1.000,23.261,23.788,31.431,31.827,0.266,0.799,23.557,31.588,0.442,23.557,31.588,0.442,0.450,0.321,0.222,37.885,-49.093,77.415,1.400,2.022,1.444,23.392,31.497,0.266,0.110
110,9.153,23.360,2.235,0.743,1.000,41.645,44.808,30.773,32.618,0.266,2.930,43.165,31.664,1.646,43.165,31.664,1.646,1.837,1.442,0.918,-7.458,-18.677,110.417,1.274,2.001,1.571,42.633,31.827,1.332,0.373
112,4.872,14.849,1.761,0.820,1.000,39.602,41.579,30.707,32.420,0.266,2.663,40.660,31.619,1.562,40.660,31.619,1.562,1.444,1.025,0.897,-52.663,-64.801,145.762,1.408,1.610,1.143,40.195,32.025,1.065,0.308
113,0.032,0.482,0.288,1.059,1.000,7.841,8.105,33.013,33.342,0.266,0.799,7.959,33.171,0.514,7.959,33.171,0.514,0.445,0.245,0.215,83.166,86.494,114.931,1.821,2.075,1.140,7.907,33.145,0.266,0.110
114,8.231,24.128,2.721,0.546,1.000,12.125,15.749,33.342,36.044,0.266,1.864,13.945,34.670,0.993,13.945,34.670,0.993,2.035,1.492,0.785,0.509,-1.961,2.733,1.364,2.592,1.901,13.047,33.935,0.799,0.242
115,2.781,10.547,1.591,0.746,1.000,4.151,5.930,33.079,34.858,0.266,2.131,5.040,33.951,1.134,5.040,33.951,1.134,1.112,0.922,0.773,-79.786,-38.686,176.920,1.206,1.438,1.192,5.206,34.067,0.799,0.242
116,0.593,3.283,0.797,1.124,1.000,60.095,61.018,34.199,34.990,0.266,1.332,60.566,34.569,0.775,60.566,34.569,0.775,0.724,0.543,0.467,-63.820,-82.392,147.567,1.334,1.549,1.161,60.425,34.331,0.533,0.176
117,0.849,4.524,0.984,0.880,1.000,61.347,62.665,34.133,35.056,0.266,1.332,61.979,34.535,0.821,61.979,34.535,0.821,0.787,0.660,0.513,1.208,-24.759,87.625,1.192,1.535,1.288,61.611,34.265,0.533,0.176
118,1.540,6.578,1.209,0.943,1.000,55.944,57.526,34.199,35.451,0.266,1.598,56.735,34.812,0.858,56.735,34.812,0.858,0.866,0.796,0.643,0.787,-21.675,113.670,1.089,1.348,1.238,56.405,34.594,0.799,0.242
