Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
977,9.908,25.023,2.600,0.709,1.000,0.593,3.954,25.830,28.269,3.196,5.593,2.267,27.054,4.640,2.267,27.054,4.640,1.871,1.352,1.069,-6.681,3.265,36.062,1.384,1.750,1.265,3.295,26.819,4.261,0.329
978,0.960,5.576,1.214,0.601,1.000,38.284,39.536,26.819,28.269,3.196,4.794,38.898,27.650,3.995,38.898,27.650,3.995,1.002,0.600,0.550,86.645,53.300,-8.083,1.669,1.822,1.092,38.746,27.676,3.728,0.242
982,0.053,0.678,0.360,1.028,1.000,22.009,22.470,40.723,41.118,3.196,3.728,22.264,40.925,3.508,22.264,40.925,3.508,0.437,0.291,0.253,-84.742,-83.407,172.979,1.502,1.723,1.147,22.206,40.920,3.196,0.110
983,0.086,1.048,0.596,0.719,1.000,44.215,44.874,51.595,52.320,3.196,3.728,44.515,51.963,3.419,44.515,51.963,3.419,0.518,0.354,0.307,63.552,47.383,22.204,1.463,1.689,1.155,44.544,51.859,3.196,0.110
984,0.029,0.415,0.316,1.325,1.000,6.194,6.589,58.712,59.041,3.196,3.462,6.385,58.892,3.329,6.385,58.892,3.329,0.333,0.276,0.264,-89.810,-90.000,4.391,1.207,1.263,1.046,6.326,58.778,3.196,0.110
985,0.056,0.736,0.445,0.875,1.000,18.187,18.846,59.502,59.964,3.196,3.728,18.562,59.743,3.573,18.562,59.743,3.573,0.440,0.357,0.258,-19.613,23.575,-86.233,1.233,1.709,1.387,18.516,59.634,3.462,0.110
986,6.461,19.012,2.014,0.687,1.000,57.526,60.161,60.227,62.138,3.196,6.392,58.720,61.214,4.925,58.720,61.214,4.925,1.692,1.179,0.888,-14.268,-56.064,130.360,1.435,1.905,1.327,58.250,61.282,4.527,0.373
987,4.599,15.134,1.898,0.690,1.000,4.678,7.380,63.258,65.103,3.196,5.593,6.014,64.210,4.582,6.014,64.210,4.582,1.339,1.132,0.852,9.892,-17.711,67.260,1.182,1.572,1.330,5.667,64.115,4.261,0.329
988,1.346,5.916,1.123,0.989,1.000,30.509,31.959,64.181,65.367,3.196,4.527,31.206,64.764,3.925,31.206,64.764,3.925,0.851,0.757,0.602,27.720,-62.851,64.091,1.124,1.414,1.258,30.970,64.444,3.728,0.242
989,6.283,17.939,2.079,0.773,1.000,61.282,64.313,63.983,65.894,3.196,5.060,62.826,64.998,4.090,62.826,64.998,4.090,1.692,1.202,0.829,-5.743,-9.537,130.849,1.407,2.040,1.449,62.797,64.972,3.995,0.308
993,5.573,33.109,6.044,0.097,-1.000,40.459,47.444,4.020,5.799,3.462,6.125,43.107,4.888,4.777,43.107,4.888,4.777,3.925,1.490,0.556,-0.019,-6.496,127.159,2.635,7.057,2.679,41.118,4.876,4.261,0.242
996,0.852,4.821,1.051,0.733,1.000,43.095,44.017,7.578,8.830,3.462,5.060,43.565,8.200,4.271,43.565,8.200,4.271,0.910,0.572,0.514,78.534,62.222,121.576,1.589,1.768,1.113,43.622,7.973,4.261,0.198
997,1.397,6.135,1.158,0.956,1.000,6.128,7.578,7.776,8.962,3.462,5.060,6.793,8.380,4.418,6.793,8.380,4.418,0.845,0.754,0.625,-159.042,87.866,65.169,1.120,1.352,1.207,6.524,8.171,4.261,0.242
1000,2.899,10.654,1.674,0.786,1.000,12.388,13.970,15.419,17.330,3.462,5.326,13.156,16.336,4.505,13.156,16.336,4.505,1.355,0.826,0.744,-79.980,-43.505,-178.251,1.640,1.821,1.110,12.783,16.605,3.995,0.242
1001,8.544,31.229,3.159,0.271,0.000,7.710,12.322,15.222,17.264,3.462,5.326,10.023,16.332,4.579,10.023,16.332,4.579,2.878,1.291,0.751,1.726,2.949,-38.518,2.228,3.832,1.720,11.663,16.605,3.995,0.242
1002,5.928,16.996,2.057,0.809,1.000,13.838,16.408,15.419,17.594,3.462,5.326,15.148,16.468,4.442,15.148,16.468,4.442,1.479,1.209,0.895,-31.216,-26.625,152.298,1.223,1.652,1.351,14.760,16.671,4.261,0.264
1003,3.659,12.394,1.854,0.795,1.000,23.656,25.501,15.551,17.726,3.462,5.326,24.561,16.608,4.539,24.561,16.608,4.539,1.226,0.996,0.830,84.351,23.807,-0.820,1.231,1.476,1.199,24.183,16.803,4.261,0.242
1005,3.101,11.304,1.738,0.753,1.000,30.641,32.486,15.485,17.528,3.462,5.326,31.613,16.391,4.526,31.613,16.391,4.526,1.132,0.951,0.834,74.522,26.684,-14.876,1.191,1.358,1.140,31.431,16.539,4.261,0.242
1006,3.056,11.734,1.820,0.654,1.000,32.420,34.001,15.880,18.055,3.462,5.859,33.244,17.030,4.381,33.244,17.030,4.381,1.275,0.845,0.810,-73.563,-34.409,-161.042,1.510,1.574,1.043,32.683,17.067,3.995,0.242
1009,1.687,8.418,1.482,0.540,1.000,27.017,29.257,22.668,23.985,3.462,5.326,28.122,23.269,4.431,28.122,23.269,4.431,1.156,0.794,0.601,-2.025,-3.819,123.995,1.456,1.923,1.321,27.741,23.327,4.261,0.198
1010,0.175,1.511,0.556,0.999,1.000,3.492,4.217,27.741,28.334,3.462,4.261,3.853,28.067,3.966,3.853,28.067,3.966,0.512,0.392,0.356,-48.595,-85.653,130.724,1.304,1.436,1.101,3.822,28.071,3.728,0.176
1011,0.013,0.248,0.244,1.206,1.000,36.901,37.164,33.804,34.133,3.462,3.728,37.018,33.938,3.595,37.018,33.938,3.595,0.333,0.242,0.204,85.565,-90.000,66.138,1.379,1.630,1.182,36.967,33.870,3.462,0.088
1012,0.021,0.345,0.273,1.192,1.000,36.308,36.769,45.269,45.533,3.462,3.728,36.538,45.434,3.595,36.538,45.434,3.595,0.333,0.307,0.207,-113.613,-90.000,33.258,1.086,1.608,1.480,36.439,45.401,3.462,0.110
1013,0.989,5.282,1.185,0.750,1.000,63.983,65.169,46.785,48.169,3.462,5.060,64.559,47.394,4.229,64.559,47.394,4.229,0.874,0.621,0.582,-67.431,33.614,-138.451,1.407,1.501,1.066,64.708,46.982,3.728,0.176
1014,4.887,18.786,2.598,0.407,1.000,36.439,41.579,47.114,48.564,3.462,5.326,39.467,47.793,4.522,39.467,47.793,4.522,2.682,0.830,0.677,-1.015,2.247,-106.066,3.232,3.962,1.226,40.459,47.576,3.995,0.242
1015,0.042,0.592,0.509,0.942,1.000,16.539,16.869,52.254,52.979,3.462,3.728,16.686,52.573,3.595,16.686,52.573,3.595,0.450,0.333,0.229,-85.208,-7.793E-26,90.000,1.350,1.963,1.454,16.671,52.320,3.462,0.110
1016,0.039,0.522,0.369,1.226,1.000,58.514,59.041,56.669,57.064,3.462,3.728,58.797,56.838,3.595,58.797,56.838,3.595,0.355,0.333,0.251,16.935,-3.814E-26,90.000,1.064,1.414,1.328,58.646,56.735,3.462,0.110
1017,6.559,17.788,1.971,0.864,1.000,54.824,57.394,60.161,62.072,3.462,6.125,56.287,61.131,5.055,56.287,61.131,5.055,1.576,1.118,0.994,12.320,50.899,-65.896,1.410,1.586,1.125,56.405,60.820,4.794,0.373
1018,2.881,11.082,1.961,0.689,1.000,10.675,12.586,63.456,65.433,3.462,5.593,11.686,64.261,4.383,11.686,64.261,4.383,1.098,1.009,0.801,55.772,-55.104,37.647,1.088,1.370,1.260,11.334,63.983,3.995,0.242
1019,0.708,4.119,1.031,0.810,1.000,26.358,27.544,63.851,65.037,3.462,4.527,26.983,64.511,4.032,26.983,64.511,4.032,0.668,0.606,0.566,91.566,37.951,-26.155,1.102,1.182,1.072,27.017,64.444,3.728,0.176
1027,0.236,1.898,0.660,0.921,1.000,21.152,22.075,1.120,1.779,3.728,4.527,21.662,1.482,4.247,21.662,1.482,4.247,0.547,0.490,0.367,0.232,26.001,-85.843,1.117,1.491,1.335,21.877,1.450,3.995,0.154
1028,0.053,0.724,0.389,0.844,1.000,24.710,25.303,2.372,2.702,3.728,4.261,25.028,2.525,3.931,25.028,2.525,3.931,0.429,0.358,0.235,53.481,77.421,-43.499,1.199,1.828,1.524,24.974,2.438,3.728,0.110
1029,9.738,30.182,3.113,0.390,1.000,0.659,5.996,7.446,9.686,3.728,5.593,3.037,8.501,4.662,3.037,8.501,4.662,3.167,1.170,0.822,-2.176,0.995,-149.276,2.706,3.850,1.423,1.054,8.171,4.261,0.242
1030,4.978,15.717,1.970,0.722,1.000,5.272,7.710,15.156,17.132,3.728,5.593,6.507,16.203,4.700,6.507,16.203,4.700,1.382,1.215,0.825,-15.446,-13.070,139.194,1.138,1.676,1.473,5.930,16.408,4.527,0.264
1032,6.715,18.709,2.296,0.779,1.000,45.072,47.576,16.012,18.648,3.728,5.593,46.299,17.273,4.599,46.299,17.273,4.599,1.556,1.324,0.887,-60.138,-28.652,166.746,1.175,1.755,1.493,46.324,17.067,4.527,0.308
1033,7.268,19.887,2.426,0.760,1.000,47.510,50.080,15.946,18.780,3.728,5.593,48.775,17.449,4.554,48.775,17.449,4.554,1.591,1.409,0.882,100.693,28.365,176.860,1.129,1.802,1.597,48.169,17.067,4.527,0.286
1038,0.149,2.455,1.042,0.170,1.000,26.621,29.191,25.303,25.501,3.728,4.527,27.776,25.378,4.091,27.776,25.378,4.091,1.340,0.457,0.198,0.248,-0.232,88.299,2.934,6.783,2.312,27.148,25.369,3.995,0.110
1040,6.212,21.869,2.590,0.417,1.000,52.122,56.801,36.505,38.219,3.728,5.593,54.417,37.332,4.888,54.417,37.332,4.888,2.812,0.919,0.761,0.112,-1.397,37.710,3.058,3.693,1.208,52.715,37.164,4.527,0.242
1041,0.023,0.492,0.413,0.508,1.000,11.070,11.861,42.502,42.765,3.728,3.995,11.410,42.614,3.862,11.410,42.614,3.862,0.545,0.333,0.190,-14.621,-5.549E-27,90.000,1.635,2.868,1.755,11.466,42.502,3.728,0.088
1042,6.586,23.241,2.711,0.391,1.000,15.815,19.966,42.765,44.610,3.728,6.392,18.110,43.771,5.337,18.110,43.771,5.337,2.094,1.221,0.788,-2.322,13.596,-94.971,1.715,2.659,1.551,18.384,43.688,4.794,0.351
1043,3.215,10.963,1.570,0.887,1.000,61.611,63.917,43.951,45.335,3.728,5.326,62.801,44.601,4.584,62.801,44.601,4.584,1.278,0.998,0.697,3.857,4.488,-71.900,1.280,1.833,1.432,62.665,44.413,4.261,0.242
1044,0.675,5.513,1.868,0.308,1.000,65.235,66.685,46.719,48.630,3.728,4.794,65.917,47.506,4.302,65.917,47.506,4.302,1.236,0.612,0.535,-71.643,6.857,-152.705,2.019,2.309,1.144,65.894,46.917,3.995,0.176
1045,3.563,12.996,1.756,0.654,1.000,61.677,64.642,51.661,53.045,3.728,5.593,63.112,52.407,4.592,63.112,52.407,4.592,1.669,0.961,0.626,0.620,-13.636,118.488,1.736,2.665,1.535,62.204,52.254,4.261,0.242
1046,0.860,4.638,1.053,0.839,1.000,39.668,40.920,51.397,52.518,3.728,5.060,40.247,51.937,4.463,40.247,51.937,4.463,0.787,0.652,0.525,-47.703,-51.300,134.660,1.208,1.500,1.242,40.195,51.661,4.261,0.176
1047,0.016,0.282,0.244,1.315,1.000,47.114,47.444,52.452,52.715,3.728,3.995,47.260,52.551,3.862,47.260,52.551,3.862,0.333,0.262,0.208,85.025,-90.000,166.037,1.271,1.599,1.258,47.180,52.518,3.728,0.110
1048,0.038,0.572,0.334,0.880,1.000,48.893,49.421,52.715,52.979,3.728,4.261,49.136,52.854,4.096,49.136,52.854,4.096,0.396,0.339,0.228,-15.751,-65.716,107.972,1.168,1.734,1.484,48.959,52.781,3.995,0.110
1049,1.899,10.012,1.875,0.406,1.000,62.995,65.828,57.526,59.041,3.728,5.859,64.197,58.343,4.889,64.197,58.343,4.889,1.335,0.924,0.617,19.014,-28.286,53.346,1.445,2.163,1.497,64.115,57.855,4.527,0.242
1050,0.013,0.227,0.215,1.570,1.000,67.146,67.344,59.898,60.161,3.728,3.995,67.251,60.039,3.862,67.251,60.039,3.862,0.333,0.230,0.201,86.713,-90.000,71.642,1.446,1.661,1.149,67.212,60.030,3.728,0.110
1051,1.666,10.591,2.334,0.264,1.000,16.605,19.373,59.502,61.743,3.728,5.593,17.755,60.779,4.400,17.755,60.779,4.400,1.682,0.751,0.600,37.159,12.328,-12.712,2.241,2.805,1.252,17.198,60.359,4.261,0.176
1053,0.316,2.576,0.799,0.659,1.000,20.295,21.350,63.390,64.181,3.728,4.794,20.775,63.750,4.271,20.775,63.750,4.271,0.759,0.480,0.343,40.737,56.794,-72.851,1.579,2.212,1.401,20.691,63.785,3.995,0.176
1054,1.530,7.324,1.388,0.674,1.000,8.303,10.411,63.390,64.708,3.728,5.060,9.254,64.049,4.432,9.254,64.049,4.432,1.044,0.699,0.646,1.505,-1.866,3.728,1.493,1.616,1.082,9.225,63.851,4.261,0.198
1055,1.547,6.546,1.275,0.965,1.000,56.076,57.591,64.181,65.631,3.728,5.060,56.814,64.849,4.280,56.814,64.849,4.280,0.836,0.794,0.676,-31.176,-37.457,155.052,1.053,1.237,1.174,56.735,64.642,4.261,0.220
1063,0.113,1.149,0.487,0.959,1.000,44.610,45.137,0.659,1.186,3.995,4.794,44.856,0.934,4.305,44.856,0.934,4.305,0.495,0.339,0.310,-45.972,-72.630,90.247,1.459,1.595,1.093,44.676,0.857,3.995,0.110
1064,0.014,0.244,0.204,1.498,1.000,30.443,30.773,0.923,1.120,3.995,4.261,30.597,1.016,4.128,30.597,1.016,4.128,0.333,0.245,0.199,92.530,-90.000,-173.113,1.360,1.678,1.233,30.575,0.988,3.995,0.110
1065,0.073,0.888,0.523,0.857,1.000,59.832,60.820,1.054,1.450,3.995,4.261,60.322,1.209,4.128,60.322,1.209,4.128,0.609,0.333,0.253,-2.681,-2.269E-28,90.000,1.829,2.406,1.315,60.030,1.120,3.995,0.110
1066,2.211,9.479,1.550,0.649,1.000,62.599,64.708,3.690,5.337,3.995,5.593,63.629,4.502,5.002,63.629,4.502,5.002,1.031,0.917,0.705,-7.281,-8.128,150.831,1.124,1.463,1.301,63.192,4.613,4.794,0.242
1067,1.609,8.558,1.658,0.467,1.000,55.746,57.921,3.888,5.403,3.995,5.593,56.923,4.836,4.972,56.923,4.836,4.972,1.020,0.900,0.630,2.063,10.757,-41.418,1.134,1.618,1.427,56.998,4.942,4.527,0.198
1068,7.052,23.882,2.664,0.413,1.000,32.156,36.439,9.489,11.597,3.995,6.125,34.218,10.371,5.115,34.218,10.371,5.115,2.406,1.163,0.767,1.497,3.031,-37.850,2.069,3.137,1.516,35.912,10.016,5.060,0.242
1069,0.065,0.741,0.447,1.164,1.000,38.878,39.536,11.400,11.861,3.995,4.261,39.227,11.631,4.128,39.227,11.631,4.128,0.409,0.333,0.307,-18.583,4.318E-27,90.000,1.227,1.332,1.086,39.141,11.466,3.995,0.110
1070,5.346,16.319,2.024,0.744,1.000,39.668,42.106,11.795,13.838,3.995,6.125,40.822,12.737,5.062,40.822,12.737,5.062,1.444,1.031,0.995,0.949,-5.605,16.883,1.402,1.451,1.035,40.657,12.652,5.060,0.308
1071,4.187,14.176,1.901,0.696,1.000,1.779,4.085,15.156,17.067,3.995,5.593,2.949,16.193,4.852,2.949,16.193,4.852,1.365,1.132,0.778,-3.345,4.183,-139.138,1.205,1.753,1.454,3.163,16.012,4.527,0.242
1072,1.625,7.191,1.445,0.803,1.000,4.217,5.272,15.156,17.001,3.995,5.593,4.734,16.080,4.765,4.734,16.080,4.765,1.118,0.736,0.589,-82.087,-27.692,-86.414,1.519,1.900,1.251,4.613,16.474,4.527,0.242
1073,1.782,7.777,1.421,0.764,1.000,51.266,52.452,16.144,17.791,3.995,5.593,51.848,17.032,4.793,51.848,17.032,4.793,1.029,0.745,0.702,-86.644,-46.048,-116.436,1.381,1.465,1.061,51.463,17.001,4.527,0.242
1074,3.218,12.047,1.763,0.670,1.000,55.219,57.196,16.210,18.187,3.995,6.392,56.284,17.216,5.126,56.284,17.216,5.126,1.239,1.143,0.649,-136.283,-8.289,79.824,1.084,1.910,1.763,56.208,17.067,5.060,0.308
1075,0.067,0.801,0.516,0.991,1.000,59.041,59.634,21.811,22.404,3.995,4.261,59.344,22.081,4.128,59.344,22.081,4.128,0.410,0.333,0.324,-43.716,-6.523E-26,90.000,1.230,1.263,1.027,59.305,21.877,3.995,0.110
1076,0.284,2.063,0.681,1.042,1.000,34.331,35.122,22.668,23.458,3.995,4.794,34.721,23.087,4.399,34.721,23.087,4.399,0.563,0.463,0.387,-34.849,-80.762,172.098,1.216,1.456,1.197,34.660,22.931,4.261,0.176
1077,0.167,1.577,0.596,0.800,1.000,22.931,23.590,22.733,23.458,3.995,4.794,23.280,23.100,4.448,23.280,23.100,4.448,0.567,0.441,0.287,-49.742,-66.275,96.577,1.286,1.976,1.536,23.327,22.997,4.261,0.154
1078,0.121,1.236,0.485,0.884,1.000,19.768,20.427,22.799,23.261,3.995,4.794,20.068,23.032,4.470,20.068,23.032,4.470,0.565,0.366,0.268,-30.375,-67.460,105.307,1.543,2.107,1.366,19.966,23.063,4.261,0.176
1079,0.912,5.664,1.301,0.518,1.000,43.754,46.126,22.865,23.854,3.995,5.060,44.695,23.321,4.569,44.695,23.321,4.569,1.256,0.614,0.440,-12.682,-2.023,76.486,2.044,2.853,1.396,44.479,23.392,4.261,0.176
1081,0.028,0.418,0.305,1.190,1.000,52.518,53.045,31.036,31.300,3.995,4.261,52.787,31.165,4.128,52.787,31.165,4.128,0.353,0.333,0.214,11.881,-5.502E-26,90.000,1.060,1.651,1.557,52.649,31.102,3.995,0.110
1082,2.261,9.277,1.312,0.724,1.000,50.409,52.122,30.707,31.827,3.995,6.125,51.259,31.270,5.142,51.259,31.270,5.142,1.135,0.972,0.580,-83.973,-76.355,-179.470,1.168,1.956,1.674,50.804,31.366,4.794,0.264
1083,2.369,10.593,1.788,0.534,1.000,54.231,56.998,30.838,31.893,3.995,6.125,55.873,31.379,5.076,55.873,31.379,5.076,1.230,1.127,0.524,-0.180,2.553,-74.927,1.092,2.349,2.151,55.812,31.102,5.060,0.242
1085,4.134,16.839,2.189,0.405,1.000,41.579,45.599,36.176,37.691,3.995,5.593,43.621,36.941,4.875,43.621,36.941,4.875,2.476,0.849,0.662,0.856,-1.693,31.587,2.915,3.742,1.284,41.909,36.967,4.261,0.176
1086,0.019,0.314,0.276,1.253,1.000,41.843,42.172,41.316,41.645,3.995,4.261,42.049,41.505,4.128,42.049,41.505,4.128,0.333,0.255,0.227,85.742,-90.000,145.202,1.307,1.465,1.120,42.040,41.447,3.995,0.110
1087,2.855,13.843,2.084,0.348,0.000,7.907,10.807,46.126,47.971,3.995,5.859,9.103,47.014,4.811,9.103,47.014,4.811,1.661,0.921,0.700,-17.864,0.067,152.926,1.803,2.373,1.316,8.171,47.641,4.527,0.242
1088,0.035,0.477,0.320,1.252,1.000,32.618,33.211,47.510,47.773,3.995,4.261,32.899,47.637,4.128,32.899,47.637,4.128,0.369,0.333,0.226,-3.425,-2.034E-26,90.000,1.106,1.627,1.471,32.749,47.576,3.995,0.110
1090,3.732,15.284,2.272,0.441,1.500,11.070,14.628,46.324,48.103,3.995,5.593,12.636,47.202,4.816,12.636,47.202,4.816,1.952,0.848,0.711,-2.791,-0.675,170.505,2.301,2.744,1.192,13.113,47.246,4.794,0.242
1093,0.036,0.484,0.337,1.280,1.000,8.500,9.027,48.234,48.564,3.995,4.261,8.780,48.406,4.128,8.780,48.406,4.128,0.356,0.333,0.236,-23.542,-6.422E-26,90.000,1.070,1.509,1.410,8.764,48.300,3.995,0.110
1095,6.153,18.931,2.333,0.631,1.000,22.338,25.501,47.378,49.750,3.995,6.125,23.822,48.650,4.936,23.822,48.650,4.936,1.758,1.150,0.847,-26.796,-16.387,147.688,1.529,2.075,1.357,23.129,48.696,4.527,0.242
1097,1.383,6.153,1.113,0.928,1.000,20.823,22.140,48.432,49.552,3.995,5.593,21.480,48.957,4.788,21.480,48.957,4.788,0.927,0.749,0.563,-81.440,-74.981,-176.505,1.238,1.648,1.332,21.350,48.959,4.527,0.242
1098,2.150,10.870,1.879,0.407,1.500,44.874,46.653,47.905,50.145,3.995,6.392,45.704,48.959,5.102,45.704,48.959,5.102,1.404,1.017,0.492,79.097,40.184,-70.469,1.381,2.854,2.066,45.665,48.432,5.326,0.264
1099,3.437,12.089,1.594,0.756,1.000,3.624,5.865,48.234,49.750,3.995,6.125,4.658,49.035,5.043,4.658,49.035,5.043,1.312,1.062,0.692,15.220,29.428,-74.694,1.236,1.898,1.535,4.151,48.696,5.060,0.308
1100,4.401,17.946,2.808,0.379,1.000,16.671,18.912,46.587,49.552,3.995,6.125,17.742,48.108,5.022,17.742,48.108,5.022,1.815,1.047,0.906,-85.340,-9.236,-168.252,1.734,2.003,1.155,17.264,48.630,4.794,0.242
1101,15.002,40.497,3.183,0.383,0.000,46.324,52.386,47.839,50.145,3.995,6.392,49.526,48.942,5.192,49.526,48.942,5.192,3.577,1.193,1.090,-4.567,-4.078,119.098,2.999,3.281,1.094,50.936,48.234,5.060,0.308
1102,0.112,1.164,0.518,0.902,1.000,8.171,8.896,51.002,51.529,3.995,4.794,8.518,51.284,4.499,8.518,51.284,4.499,0.453,0.424,0.282,11.301,-73.594,75.040,1.069,1.609,1.505,8.303,51.068,4.261,0.110
1104,0.022,0.366,0.359,1.112,1.000,25.106,25.303,51.661,52.188,3.995,4.261,25.218,51.951,4.128,25.218,51.951,4.128,0.342,0.333,0.199,-85.247,-0.000,90.000,1.026,1.716,1.672,25.172,51.925,3.995,0.110
1105,0.885,4.696,1.015,0.855,1.000,55.549,56.801,51.727,52.847,3.995,5.326,56.185,52.249,4.672,56.185,52.249,4.672,0.783,0.647,0.532,-72.530,-64.931,176.657,1.211,1.473,1.216,56.010,52.122,4.527,0.220
1106,0.334,2.379,0.735,0.938,1.000,58.250,59.041,51.661,52.518,3.995,5.060,58.654,52.113,4.646,58.654,52.113,4.646,0.630,0.457,0.407,67.651,62.229,-51.102,1.379,1.548,1.123,58.448,51.925,4.527,0.176
1109,14.642,48.739,4.776,0.209,1.500,20.164,27.017,54.033,58.119,3.995,6.125,23.667,55.991,5.290,23.667,55.991,5.290,3.955,1.782,0.835,-30.712,-3.359,177.261,2.219,4.737,2.135,23.854,54.363,5.060,0.242
1110,0.045,0.653,0.309,0.827,1.000,51.595,51.990,54.297,54.560,3.995,4.794,51.782,54.443,4.442,51.782,54.443,4.442,0.573,0.235,0.220,-16.837,-85.227,114.461,2.441,2.610,1.069,51.727,54.429,4.261,0.110
1111,8.451,22.699,2.436,0.691,1.000,33.870,37.626,59.766,61.677,3.995,6.125,35.886,60.679,5.316,35.886,60.679,5.316,2.088,1.133,0.989,-1.426,8.718,-138.013,1.843,2.112,1.146,36.110,60.359,4.794,0.308
1112,0.352,2.369,0.741,1.051,1.000,22.009,22.865,64.444,65.301,3.995,4.794,22.424,64.896,4.378,22.424,64.896,4.378,0.555,0.486,0.445,-76.294,74.445,127.991,1.144,1.248,1.091,22.470,64.708,4.261,0.176
1113,0.032,0.439,0.314,1.402,1.000,4.876,5.337,66.685,67.014,3.995,4.261,5.088,66.843,4.128,5.088,66.843,4.128,0.333,0.301,0.252,82.009,-90.000,174.564,1.106,1.319,1.193,5.008,66.751,3.995,0.110
1118,0.198,1.760,0.601,0.811,1.000,59.502,60.359,1.450,1.977,4.261,5.326,59.969,1.717,4.827,59.969,1.717,4.827,0.522,0.476,0.328,-9.255,74.238,-95.874,1.096,1.592,1.452,60.030,1.713,4.794,0.176
1119,2.700,15.774,3.018,0.210,0.000,47.971,52.583,3.954,5.667,4.261,5.593,50.592,5.059,4.820,50.592,5.059,4.820,2.801,0.776,0.574,-5.666,-5.714,120.284,3.610,4.881,1.352,50.738,4.942,4.794,0.220
1120,2.457,10.167,1.598,0.650,1.000,29.257,30.707,9.423,11.268,4.261,6.392,29.926,10.290,5.235,29.926,10.290,5.235,1.277,0.895,0.643,73.447,61.278,81.511,1.426,1.985,1.392,29.652,10.016,5.326,0.308
1121,5.896,18.213,2.188,0.651,1.000,24.447,27.082,9.291,11.466,4.261,6.392,25.776,10.188,5.389,25.776,10.188,5.389,1.531,1.303,0.840,6.298,3.122,-54.503,1.175,1.822,1.551,25.501,10.016,5.326,0.308
1124,2.726,10.258,1.618,0.778,1.000,39.536,41.447,9.752,11.466,4.261,5.859,40.486,10.655,5.122,40.486,10.655,5.122,1.066,1.036,0.691,-179.190,4.617,-143.157,1.029,1.542,1.498,40.723,10.543,5.060,0.242
1125,3.182,11.612,1.771,0.732,1.000,41.645,43.688,9.818,11.729,4.261,5.859,42.624,10.781,5.105,42.624,10.781,5.105,1.167,1.067,0.715,18.046,11.433,-30.890,1.093,1.632,1.493,42.568,10.938,4.794,0.242
1126,3.353,12.060,1.769,0.725,1.000,45.006,47.378,9.950,11.795,4.261,5.859,46.189,10.906,5.175,46.189,10.906,5.175,1.326,1.052,0.682,11.128,2.627,-35.762,1.261,1.946,1.543,46.521,10.807,5.060,0.242
1127,0.014,0.237,0.212,1.635,1.000,44.479,44.742,11.202,11.466,4.261,4.527,44.610,11.334,4.394,44.610,11.334,4.394,0.333,0.218,0.218,180.000,90.000,90.000,1.531,1.531,1.000,44.544,11.268,4.261,0.088
1128,6.617,19.211,2.202,0.698,1.000,44.017,47.048,11.795,13.970,4.261,6.125,45.500,12.898,5.206,45.500,12.898,5.206,1.782,1.093,0.936,5.434,-2.552,-25.178,1.630,1.905,1.169,44.479,13.179,4.794,0.242
1129,1.822,8.468,1.614,0.619,1.000,56.142,57.855,12.586,14.299,4.261,5.859,57.028,13.585,5.127,57.028,13.585,5.127,1.012,0.787,0.731,30.949,17.591,-76.687,1.286,1.385,1.077,57.394,13.508,4.794,0.242
1130,3.713,12.712,1.797,0.759,1.000,57.394,59.107,16.276,18.384,4.261,6.392,58.327,17.357,5.144,58.327,17.357,5.144,1.313,1.039,0.786,-72.385,-62.248,124.067,1.263,1.670,1.322,58.184,17.067,5.060,0.308
1131,2.042,8.340,1.531,0.813,1.000,59.305,60.557,16.408,18.319,4.261,5.859,59.921,17.385,4.961,59.921,17.385,4.961,1.139,0.731,0.697,-82.746,-38.482,-62.429,1.558,1.633,1.049,59.832,17.067,4.794,0.242
1133,2.064,8.618,1.473,0.753,1.000,42.502,44.083,23.392,25.106,4.261,6.125,43.231,24.168,5.378,43.231,24.168,5.378,1.179,0.809,0.620,59.180,-53.111,24.662,1.457,1.901,1.304,43.095,23.722,4.794,0.242
1134,2.720,10.394,1.587,0.745,1.000,49.816,51.727,23.261,24.908,4.261,6.392,50.926,24.111,5.116,50.926,24.111,5.116,1.109,0.877,0.830,28.862,-45.667,6.091,1.265,1.337,1.057,51.002,23.920,4.794,0.242
1135,2.609,10.728,1.624,0.623,1.000,51.859,53.967,23.261,24.908,4.261,5.593,52.846,24.093,4.951,52.846,24.093,4.951,1.233,0.909,0.730,-8.816,2.177,153.645,1.356,1.690,1.246,53.440,23.788,4.794,0.198
1136,2.426,10.391,1.748,0.593,1.000,54.099,56.537,23.195,24.710,4.261,5.859,55.137,23.938,5.100,55.137,23.938,5.100,1.384,0.772,0.726,-7.193,3.201,-166.298,1.793,1.906,1.063,54.560,23.854,5.060,0.242
1137,0.101,1.036,0.562,1.028,1.000,56.669,57.460,24.249,24.908,4.261,4.527,57.031,24.564,4.394,57.031,24.564,4.394,0.465,0.385,0.333,11.558,-5.146E-26,2.001E-25,1.207,1.395,1.156,56.867,24.315,4.261,0.110
